LCSC Part Number,product_url,name,brand,sku,description,price,currency,image_url
C25900,https://www.lcsc.com/product-detail/C25900.html,UNI-ROYAL 0402WGF4701TCE,UNI-ROYAL,C25900,4.7kΩ ±1% 62.5mW 0402 Thick Film Resistor,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20221229_UNI-ROYAL-Uniroyal-Elec-0402WGF4701TCE_C25900_front.jpg
C25896,https://www.lcsc.com/product-detail/C25896.html,UNI-ROYAL 0402WGF4752TCE,UNI-ROYAL,C25896,47.5kΩ ±1% 62.5mW 0402 Thick Film Resistor,0.0004,USD,https://assets.lcsc.com/images/lcsc/900x900/20221229_UNI-ROYAL-Uniroyal-Elec-0402WGF4752TCE_C25896_front.jpg
C25905,https://www.lcsc.com/product-detail/C25905.html,UNI-ROYAL 0402WGF5101TCE,UNI-ROYAL,C25905,5.1kΩ ±1% 62.5mW 0402 Thick Film Resistor,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20221229_UNI-ROYAL-Uniroyal-Elec-0402WGF5101TCE_C25905_front.jpg
C705024,https://www.lcsc.com/product-detail/C705024.html,YAGEO AF0402FR-071K96L,YAGEO,C705024,62.5mW 1.96kΩ 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0017,USD,https://assets.lcsc.com/images/lcsc/900x900/20230203_YAGEO-AF0402FR-071K96L_C705024_front.jpg
C701292,https://www.lcsc.com/product-detail/C701292.html,muRata BLM15BX182SN1D,muRata,C701292,1.8kΩ@100MHz 1 Line Ferrite Bead 0402 250mA 900mΩ,0.0047,USD,https://assets.lcsc.com/images/lcsc/900x900/20230202_Murata-Electronics-BLM15BX182SN1D_C701292_front.jpg
C485782,https://www.lcsc.com/product-detail/C485782.html,FH CBW100505U750T,FH,C485782,170mΩ ±25% 75Ω@100MHz 0402 Ferrite Beads and Chips RoHS,0.0017,USD,https://assets.lcsc.com/images/lcsc/900x900/20230119_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U750T_C485782_front.jpg
C281751,https://www.lcsc.com/product-detail/C281751.html,YAGEO CC0402KRX7R9BB101,YAGEO,C281751,100pF ±10% 50V Ceramic Capacitor X7R 0402,0.0007,USD,https://assets.lcsc.com/images/lcsc/900x900/20251022_YAGEO-CC0402KRX7R9BB101_C281751_front.jpg
C106205,https://www.lcsc.com/product-detail/C106205.html,YAGEO CC0402KRX7R9BB102,YAGEO,C106205,1nF ±10% 50V Ceramic Capacitor X7R 0402,0.0006,USD,https://assets.lcsc.com/images/lcsc/900x900/20230102_YAGEO-CC0402KRX7R9BB102_C106205_front.jpg
C60133,https://www.lcsc.com/product-detail/C60133.html,YAGEO CC0402KRX7R9BB103,YAGEO,C60133,10nF ±10% 50V Ceramic Capacitor X7R 0402,0.0006,USD,https://assets.lcsc.com/images/lcsc/900x900/20221230_YAGEO-CC0402KRX7R9BB103_C60133_front.jpg
C131394,https://www.lcsc.com/product-detail/C131394.html,YAGEO CC0402KRX7R9BB104,YAGEO,C131394,100nF ±10% 50V Ceramic Capacitor X7R 0402,0.0016,USD,https://assets.lcsc.com/images/lcsc/900x900/20230102_YAGEO-CC0402KRX7R9BB104_C131394_front.jpg
C106207,https://www.lcsc.com/product-detail/C106207.html,YAGEO CC0402KRX7R9BB471,YAGEO,C106207,470pF ±10% 50V Ceramic Capacitor X7R 0402,0.0006,USD,https://assets.lcsc.com/images/lcsc/900x900/20250709_YAGEO-CC0402KRX7R9BB471_C106207_front.jpg
C52923,https://www.lcsc.com/product-detail/C52923.html,Samsung Electro-Mechanics CL05A105KA5NQNC,Samsung Electro-Mechanics,C52923,1uF ±10% 25V Ceramic Capacitor X5R 0402,0.0016,USD,https://assets.lcsc.com/images/lcsc/900x900/20221230_Samsung-Electro-Mechanics-CL05A105KA5NQNC_C52923_front.jpg
C15195,https://www.lcsc.com/product-detail/C15195.html,Samsung Electro-Mechanics CL05B103KB5NNNC,Samsung Electro-Mechanics,C15195,10nF ±10% 50V Ceramic Capacitor X7R 0402,0.0008,USD,https://assets.lcsc.com/images/lcsc/900x900/20200709_Samsung-Electro-Mechanics-CL05B103KB5NNNC_C15195_front.jpg
C32949,https://www.lcsc.com/product-detail/C32949.html,Samsung Electro-Mechanics CL05C100JB5NNNC,Samsung Electro-Mechanics,C32949,10pF ±5% 50V Ceramic Capacitor C0G 0402,0.0026,USD,https://assets.lcsc.com/images/lcsc/900x900/20221229_Samsung-Electro-Mechanics-CL05C100JB5NNNC_C32949_front.jpg
C481923,https://www.lcsc.com/product-detail/C481923.html,VISHAY CRCW040210K2FKED,VISHAY,C481923,10.2kΩ 63mW 50V Thick Film Resistor ±1% ±100ppm/℃ 0402 Chip Resistor - Surface Mount RoHS,0.0042,USD,https://assets.lcsc.com/images/lcsc/900x900/20230120_Vishay-Intertech-CRCW040210K2FKED_C481923_front.jpg
C133929,https://www.lcsc.com/product-detail/C133929.html,TAI-TECH FCM1005KF-601T05,TAI-TECH,C133929,600Ω@100MHz 1 Line Ferrite Bead 0402 500mA 800mΩ,0.0016,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_TAI-TECH-FCM1005KF-601T05_C133929_front.jpg
C6955083,https://www.lcsc.com/product-detail/C6955083.html,muRata GRM155R71A104KA01J,muRata,C6955083,100nF ±10% 10V Ceramic Capacitor X7R 0402,0.0029,USD,https://assets.lcsc.com/images/lcsc/900x900/20260205_muRata-GRM155R71A104KA01J_C6955083_front.jpg
C141722,https://www.lcsc.com/product-detail/C141722.html,TAI-TECH HCB1005KF-121T20,TAI-TECH,C141722,120Ω@100MHz 1 Line Ferrite Bead 0402 2A 95mΩ,0.0017,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_TAI-TECH-HCB1005KF-121T20_C141722_front.jpg
C106231,https://www.lcsc.com/product-detail/C106231.html,YAGEO RC0402FR-070RL,YAGEO,C106231,0Ω 62.5mW 50V Thick Film Resistor ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20251025_YAGEO-RC0402FR-070RL_C106231_front.jpg
C60491,https://www.lcsc.com/product-detail/C60491.html,YAGEO RC0402FR-07100KL,YAGEO,C60491,100kΩ 62.5mW 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20251016_YAGEO-RC0402FR-07100KL_C60491_front.jpg
C60490,https://www.lcsc.com/product-detail/C60490.html,YAGEO RC0402FR-0710KL,YAGEO,C60490,62.5mW 10kΩ 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20250824_YAGEO-RC0402FR-0710KL_C60490_front.jpg
C106235,https://www.lcsc.com/product-detail/C106235.html,YAGEO RC0402FR-071KL,YAGEO,C106235,1kΩ 62.5mW 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20230102_YAGEO-RC0402FR-071KL_C106235_front.jpg
C138033,https://www.lcsc.com/product-detail/C138033.html,YAGEO RC0402FR-071ML,YAGEO,C138033,62.5mW 1MΩ 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20191012_YAGEO-RC0402FR-071ML_C138033_front.jpg
C138010,https://www.lcsc.com/product-detail/C138010.html,YAGEO RC0402FR-07300RL,YAGEO,C138010,62.5mW 300Ω 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_YAGEO-RC0402FR-07300RL_C138010_front.jpg
C327339,https://www.lcsc.com/product-detail/C327339.html,YAGEO RC0402FR-0751K1L,YAGEO,C327339,51.1kΩ 62.5mW 50V Thick Film Resistor ±100ppm/℃ ±1% 0402 Chip Resistor - Surface Mount RoHS,0.0005,USD,https://assets.lcsc.com/images/lcsc/900x900/20181101_YAGEO-RC0402FR-0751K1L_C327339_front.jpg
C269679,https://www.lcsc.com/product-detail/C269679.html,TyoHM RMC04024K7JN,TyoHM,C269679,4.7kΩ ±5% 62.5mW 0402 Thick Film Resistor,0.0010,USD,https://assets.lcsc.com/images/lcsc/900x900/20180918_TyoHM-RMC04024K7JN_C269679_front.jpg
C111027,https://www.lcsc.com/product-detail/C111027.html,UNI-ROYAL 0603WAF100LT5E,UNI-ROYAL,C111027,100mΩ ±1% 100mW 0603 Thick Film Resistor,0.0021,USD,https://assets.lcsc.com/images/lcsc/900x900/20250904_UNI-ROYAL-0603WAF100LT5E_C111027_front.jpg
C23139,https://www.lcsc.com/product-detail/C23139.html,UNI-ROYAL 0603WAF3323T5E,UNI-ROYAL,C23139,332kΩ ±1% 100mW 0603 Thick Film Resistor,0.0007,USD,https://assets.lcsc.com/images/lcsc/900x900/20251028_UNI-ROYAL-0603WAF3323T5E_C23139_front.jpg
C23198,https://www.lcsc.com/product-detail/C23198.html,UNI-ROYAL 0603WAF5232T5E,UNI-ROYAL,C23198,52.3kΩ ±1% 100mW 0603 Thick Film Resistor,0.0008,USD,https://assets.lcsc.com/images/lcsc/900x900/20250927_UNI-ROYAL-0603WAF5232T5E_C23198_front.jpg
C963863,https://www.lcsc.com/product-detail/C963863.html,HYHONGYEX ACMS160808A8003A,HYHONGYEX,C963863,80Ω@100MHz 1 Line Ferrite Bead 0603 3A 40mΩ,0.0031,USD,https://assets.lcsc.com/images/lcsc/900x900/20230130_HYHONGYEX-ACMS160808A8003A_C963863_front.jpg
C85831,https://www.lcsc.com/product-detail/C85831.html,muRata BLM18KG121TN1D,muRata,C85831,120Ω@100MHz 1 Line Ferrite Bead 0603 3A 30mΩ,0.0061,USD,https://assets.lcsc.com/images/lcsc/900x900/20221231_Murata-Electronics-BLM18KG121TN1D_C85831_front.jpg
C85833,https://www.lcsc.com/product-detail/C85833.html,muRata BLM18KG601SN1D,muRata,C85833,600Ω@100MHz 1 Line Ferrite Bead 0603 1.3A 150mΩ,0.0066,USD,https://assets.lcsc.com/images/lcsc/900x900/20221231_Murata-Electronics-BLM18KG601SN1D_C85833_front.jpg
C910820,https://www.lcsc.com/product-detail/C910820.html,BHFUSE BSMD0603-035-16V,BHFUSE,C910820,Polymeric PTC Resettable Fuse 16V 350mA Surface Mount 0603,0.0314,USD,https://assets.lcsc.com/images/lcsc/900x900/20230216_BHFUSE-BSMD0603-035-16V_C910820_front.jpg
C394465,https://www.lcsc.com/product-detail/C394465.html,FH CBW160808U182T,FH,C394465,1.8kΩ@100MHz 1 Line Ferrite Bead 0603 400mA 750mΩ,0.0054,USD,https://assets.lcsc.com/images/lcsc/900x900/20230113_FH--Guangdong-Fenghua-Advanced-Tech-CBW160808U182T_C394465_front.jpg
C5137207,https://www.lcsc.com/product-detail/C5137207.html,FH CBW160808U400T,FH,C5137207,40Ω@100MHz 1 Line Ferrite Bead 0603 50mA 60mΩ,0.0026,USD,https://assets.lcsc.com/images/lcsc/900x900/20230124_FH--Guangdong-Fenghua-Advanced-Tech-CBW160808U400T_C5137207_front.jpg
C106858,https://www.lcsc.com/product-detail/C106858.html,YAGEO CC0603KRX7R8BB105,YAGEO,C106858,1uF ±10% 25V Ceramic Capacitor X7R 0603,0.0056,USD,https://assets.lcsc.com/images/lcsc/900x900/20230102_YAGEO-CC0603KRX7R8BB105_C106858_front.jpg
C14663,https://www.lcsc.com/product-detail/C14663.html,YAGEO CC0603KRX7R9BB104,YAGEO,C14663,100nF ±10% 50V Ceramic Capacitor X7R 0603,0.0012,USD,https://assets.lcsc.com/images/lcsc/900x900/20250715_YAGEO-CC0603KRX7R9BB104_C14663_front.jpg
C559769,https://www.lcsc.com/product-detail/C559769.html,YAGEO CC0603KRX7R9BB105,YAGEO,C559769,1uF ±10% 50V Ceramic Capacitor X7R 0603,0.0139,USD,https://assets.lcsc.com/images/lcsc/900x900/20250828_YAGEO-CC0603KRX7R9BB105_C559769_front.jpg
C5673,https://www.lcsc.com/product-detail/C5673.html,Samsung Electro-Mechanics CL10A105KA8NNNC,Samsung Electro-Mechanics,C5673,1uF ±10% 25V Ceramic Capacitor X5R 0603,0.0032,USD,https://assets.lcsc.com/images/lcsc/900x900/20250520_Samsung-Electro-Mechanics-CL10A105KA8NNNC_C5673_front.jpg
C15849,https://www.lcsc.com/product-detail/C15849.html,Samsung Electro-Mechanics CL10A105KB8NNNC,Samsung Electro-Mechanics,C15849,1uF ±10% 50V Ceramic Capacitor X5R 0603,0.0032,USD,https://assets.lcsc.com/images/lcsc/900x900/20190222_Samsung-Electro-Mechanics-CL10A105KB8NNNC_C15849_front.jpg
C19702,https://www.lcsc.com/product-detail/C19702.html,Samsung Electro-Mechanics CL10A106KP8NNNC,Samsung Electro-Mechanics,C19702,10uF ±10% 10V Ceramic Capacitor X5R 0603,0.0037,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_Samsung-Electro-Mechanics-CL10A106KP8NNNC_C19702_front_10.jpg
C96446,https://www.lcsc.com/product-detail/C96446.html,Samsung Electro-Mechanics CL10A106MA8NRNC,Samsung Electro-Mechanics,C96446,10uF ±20% 25V Ceramic Capacitor X5R 0603,0.0100,USD,https://assets.lcsc.com/images/lcsc/900x900/20221231_Samsung-Electro-Mechanics-CL10A106MA8NRNC_C96446_front.jpg
C19666,https://www.lcsc.com/product-detail/C19666.html,Samsung Electro-Mechanics CL10A475KO8NNNC,Samsung Electro-Mechanics,C19666,4.7uF ±10% 16V Ceramic Capacitor X5R 0603,0.0057,USD,https://assets.lcsc.com/images/lcsc/900x900/20200710_Samsung-Electro-Mechanics-CL10A475KO8NNNC_C19666_front.jpg
C1591,https://www.lcsc.com/product-detail/C1591.html,Samsung Electro-Mechanics CL10B104KB8NNNC,Samsung Electro-Mechanics,C1591,100nF ±10% 50V Ceramic Capacitor X7R 0603,0.0014,USD,https://assets.lcsc.com/images/lcsc/900x900/20221227_Samsung-Electro-Mechanics-CL10B104KB8NNNC_C1591_front.jpg
C2906982,https://www.lcsc.com/product-detail/C2906982.html,FOJAN FRC0603F1002TS,FOJAN,C2906982,10kΩ ±1% 100mW 0603 Thick Film Resistor,0.0007,USD,https://assets.lcsc.com/images/lcsc/900x900/20250828_FOJAN-FRC0603F1002TS_C2906982_front.jpg
C2934253,https://www.lcsc.com/product-detail/C2934253.html,FOJAN FRL0603FR500TS,FOJAN,C2934253,500mΩ ±1% 100mW 0603 Thick Film Resistor,0.0017,USD,https://assets.lcsc.com/images/lcsc/900x900/20230122_FOJAN-FRL0603FR500TS_C2934253_front.jpg
C140782,https://www.lcsc.com/product-detail/C140782.html,muRata GRM188R60J476ME15D,muRata,C140782,47uF ±20% 6.3V Ceramic Capacitor X5R 0603,0.0369,USD,https://assets.lcsc.com/images/lcsc/900x900/20251028_muRata-GRM188R60J476ME15D_C140782_front.jpg
C42404610,https://www.lcsc.com/product-detail/C42404610.html,RESI PTFR0603Q10K0P9,RESI,C42404610,10kΩ 100mW 100V Thin Film Resistor ±25ppm/℃ ±0.02% 0603 Chip Resistor - Surface Mount RoHS,0.1053,USD,https://assets.lcsc.com/images/lcsc/900x900/20241213_RESI-PTFR0603Q10K0P9_C42404610_front.jpg
C137780,https://www.lcsc.com/product-detail/C137780.html,YAGEO RC0603FR-071K1L,YAGEO,C137780,1.1kΩ 100mW 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0.0008,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_YAGEO-RC0603FR-071K1L_C137780_front.jpg
C22548,https://www.lcsc.com/product-detail/C22548.html,YAGEO RC0603FR-071KL,YAGEO,C22548,100mW 1kΩ 75V Thick Film Resistor ±100ppm/℃ ±1% 0603 Chip Resistor - Surface Mount RoHS,0.0008,USD,https://assets.lcsc.com/images/lcsc/900x900/20221229_YAGEO-RC0603FR-071KL_C22548_front.jpg
C912146,https://www.lcsc.com/product-detail/C912146.html,TA-I Tech RL06FTNR100,TA-I Tech,C912146,100mΩ ±1%,0.0030,USD,https://assets.lcsc.com/images/lcsc/900x900/20230202_TA-I-Tech-RL06FTNR100_C912146_front.jpg
C269505,https://www.lcsc.com/product-detail/C269505.html,TyoHM RMC060368.1K1%N,TyoHM,C269505,68.1kΩ ±1% 100mW 0603 Thick Film Resistor,0.0016,USD,https://assets.lcsc.com/images/lcsc/900x900/20251114_TyoHM-RMC060368-1K1-N_C269505_front.jpg
C861215,https://www.lcsc.com/product-detail/C861215.html,YAGEO RT0603BRD071RL,YAGEO,C861215,1Ω 100mW 75V Thin Film Resistor ±25ppm/℃ ±0.1% 0603 Chip Resistor - Surface Mount RoHS,0.0146,USD,https://assets.lcsc.com/images/lcsc/900x900/20230130_YAGEO-RT0603BRD071RL_C861215_front.jpg
C5184132,https://www.lcsc.com/product-detail/C5184132.html,EVER OHMS TP0603T10K0P0510Z,EVER OHMS,C5184132,10kΩ ±0.01% 100mW 0603 Thin Film Resistor,0.4226,USD,https://assets.lcsc.com/images/lcsc/900x900/20230105_Ever-Ohms-Tech-TP0603T10K0P0510Z_C5184132_front.jpg
C965799,https://www.lcsc.com/product-detail/C965799.html,XINGLIGHT XL-1608SURC-06,XINGLIGHT,C965799,Red 625nm LED Indication - Discrete 2.3V 0603,0.0019,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_XINGLIGHT-XL-1608SURC-06_C965799_front.jpg
C965807,https://www.lcsc.com/product-detail/C965807.html,XINGLIGHT XL-1608UBC-04,XINGLIGHT,C965807,Blue 470nm LED Indication - Discrete 3.3V 0603,0.0022,USD,https://assets.lcsc.com/images/lcsc/900x900/20230104_XINGLIGHT-XL-1608UBC-04_C965807_front.jpg
C965801,https://www.lcsc.com/product-detail/C965801.html,XINGLIGHT XL-1608UOC-04,XINGLIGHT,C965801,Orange 605nm LED Indication - Discrete 2.3V 0603,0.0037,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_XINGLIGHT-XL-1608UOC-04_C965801_front.jpg
C965849,https://www.lcsc.com/product-detail/C965849.html,XINGLIGHT XL-TD1608SURC,XINGLIGHT,C965849,Red 625nm LED Indication - Discrete 2.3V 0603,0.0161,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_XINGLIGHT-XL-TD1608SURC_C965849_front.jpg
C965853,https://www.lcsc.com/product-detail/C965853.html,XINGLIGHT XL-TD1608UBC,XINGLIGHT,C965853,Blue 465nm LED Indication - Discrete 3.2V 0603,0.0162,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_XINGLIGHT-XL-TD1608UBC_C965853_front.jpg
C965850,https://www.lcsc.com/product-detail/C965850.html,XINGLIGHT XL-TD1608UYC,XINGLIGHT,C965850,Yellow 588nm LED Indication - Discrete 2.3V 0603,0.0181,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_XINGLIGHT-XL-TD1608UYC_C965850_front.jpg
C29718,https://www.lcsc.com/product-detail/C29718.html,UNI-ROYAL 4D03WGJ0103T5E,UNI-ROYAL,C29718,"10kΩ ±5% 62.5mW 0603x4 Resistor Networks, Arrays",0.0044,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0103T5E_C29718_front_10.jpg
C15850,https://www.lcsc.com/product-detail/C15850.html,Samsung Electro-Mechanics CL21A106KAYNNNE,Samsung Electro-Mechanics,C15850,10uF ±10% 25V Ceramic Capacitor X5R 0805,0.0088,USD,https://assets.lcsc.com/images/lcsc/900x900/20180914_Samsung-Electro-Mechanics-CL21A106KAYNNNE_C15850_front_10.jpg
C1713,https://www.lcsc.com/product-detail/C1713.html,Samsung Electro-Mechanics CL21A106KOQNNNE,Samsung Electro-Mechanics,C1713,10uF ±10% 16V Ceramic Capacitor X5R 0805,0.0072,USD,https://assets.lcsc.com/images/lcsc/900x900/20221227_Samsung-Electro-Mechanics-CL21A106KOQNNNE_C1713_front.jpg
C5674,https://www.lcsc.com/product-detail/C5674.html,Samsung Electro-Mechanics CL21A226MQQNNNE,Samsung Electro-Mechanics,C5674,22uF ±20% 6.3V Ceramic Capacitor X5R 0805,0.0072,USD,https://assets.lcsc.com/images/lcsc/900x900/20230217_Samsung-Electro-Mechanics-CL21A226MQQNNNE_C5674_front.jpg
C1779,https://www.lcsc.com/product-detail/C1779.html,Samsung Electro-Mechanics CL21A475KAQNNNE,Samsung Electro-Mechanics,C1779,4.7uF ±10% 25V Ceramic Capacitor X5R 0805,0.0077,USD,https://assets.lcsc.com/images/lcsc/900x900/20240318_Samsung-Electro-Mechanics-CL21A475KAQNNNE_C1779_front.jpg
C2929805,https://www.lcsc.com/product-detail/C2929805.html,PSA FBF05FTPR100,PSA,C2929805,100mΩ ±1% 500mW,0.0107,USD,https://assets.lcsc.com/images/lcsc/900x900/20240627_PSA-Prosperity-Dielectrics-FBF05FTPR100_C2929805_front.jpg
C346600,https://www.lcsc.com/product-detail/C346600.html,SEI(Stackpole Electronics Inc.) RNCF0805TKY100R,SEI(Stackpole Electronics Inc.),C346600,125mW 100Ω Thin Film Resistor ±0.01% ±5ppm/℃ 0805 Chip Resistor - Surface Mount RoHS,1.0121,USD,https://static.lcsc.com/feassets/pc/images/product/no_goods_pic6.jpg
C46595971,https://www.lcsc.com/product-detail/C46595971.html,Yohey YHR0805SE1DR020F5,Yohey,C46595971,20mΩ ±1% 500mW,0.0151,USD,https://assets.lcsc.com/images/lcsc/900x900/20250319_Yohey-YHR0805SE1DR020F5_C46595971_front.jpg
C96123,https://www.lcsc.com/product-detail/C96123.html,Samsung Electro-Mechanics CL31A476MPHNNNE,Samsung Electro-Mechanics,C96123,47uF ±20% 10V Ceramic Capacitor X5R 1206,0.0426,USD,https://assets.lcsc.com/images/lcsc/900x900/20240318_Samsung-Electro-Mechanics-CL31A476MPHNNNE_C96123_front.jpg
C7467249,https://www.lcsc.com/product-detail/C7467249.html,FOJAN FRM121WFR050TM,FOJAN,C7467249,1W 50mΩ Current Sense Resistor ±50ppm/℃ ±1% 1206 Current Sense Resistors RoHS,0.0145,USD,https://assets.lcsc.com/images/lcsc/900x900/20231118_FOJAN-FRM121WFR050TM_C7467249_front.jpg
C3013385,https://www.lcsc.com/product-detail/C3013385.html,FOJAN FRP2512J100 TS,FOJAN,C3013385,2W 10Ω 200V Thick Film Resistor ±200ppm/℃ ±5% 2512 Chip Resistor - Surface Mount RoHS,0.0174,USD,https://assets.lcsc.com/images/lcsc/900x900/20230122_FOJAN-FRP2512J100-TS_C3013385_front.jpg
C910843,https://www.lcsc.com/product-detail/C910843.html,BHFUSE BSMD2920-200-33V,BHFUSE,C910843,Polymeric PTC Resettable Fuse 33V 2A Surface Mount 2920,0.0635,USD,https://assets.lcsc.com/images/lcsc/900x900/20250410_BHFUSE-BSMD2920-200-33V_C910843_front.jpg
C16133,https://www.lcsc.com/product-detail/C16133.html,Kyocera AVX TAJB107K006RNJ,Kyocera AVX,C16133,100uF ±10% 6.3V Tantalum Capacitors 1.7Ω@100kHz CASE-B-3528-21(mm),0.3205,USD,https://assets.lcsc.com/images/lcsc/900x900/20250425_Kyocera-AVX-TAJB107K006RNJ_C16133_front.jpg
C7207,https://www.lcsc.com/product-detail/C7207.html,Kyocera AVX TAJB476K006RNJ,Kyocera AVX,C7207,47uF ±10% 6.3V Tantalum Capacitors 2Ω@100kHz CASE-B-3528-21(mm),0.0961,USD,https://assets.lcsc.com/images/lcsc/900x900/20221228_Kyocera-AVX-TAJB476K006RNJ_C7207_front.jpg
C46061833,https://www.lcsc.com/product-detail/C46061833.html,WCH CH224Q,WCH,C46061833,Power Receiver Controller 1C 140W DFN-10-EP(2x2) Power Management - Specialized RoHS,0.2245,USD,https://assets.lcsc.com/images/lcsc/900x900/20250304_WCH-Jiangsu-Qin-Heng-CH224Q_C46061833_front.jpg
C460099,https://www.lcsc.com/product-detail/C460099.html,DIODES MMBT3904LP-7,DIODES,C460099,Bipolar (BJT) Transistor NPN 40V 200mA 300MHz 1000mW Surface Mount DFN-3(1x0.6),0.0227,USD,https://assets.lcsc.com/images/lcsc/900x900/20230118_Diodes-Incorporated-MMBT3904LP-7_C460099_front.jpg
C780859,https://www.lcsc.com/product-detail/C780859.html,DIODES MMBT3906LP-7B,DIODES,C780859,Bipolar (BJT) Transistor PNP 40V 200mA 300MHz 1000mW Surface Mount DFN-3(1x0.6),0.0346,USD,https://assets.lcsc.com/images/lcsc/900x900/20230201_Diodes-Incorporated-MMBT3906LP-7B_C780859_front.jpg
C5155921,https://www.lcsc.com/product-detail/C5155921.html,Mysentech M117P,Mysentech,C5155921,Temperature Sensor -70℃~+150℃ DFN-6-EP(2x2),0.3520,USD,https://assets.lcsc.com/images/lcsc/900x900/20230319_Mysentech-M117P_C5155921_front.jpg
C5336471,https://www.lcsc.com/product-detail/C5336471.html,Mysentech M601B,Mysentech,C5336471,Temperature Sensor -70℃~+150℃ 16bit DFN-8(2x2),0.1800,USD,https://assets.lcsc.com/images/lcsc/900x900/20230314_Mysentech-M601B_C5336471_front.jpg
C726780,https://www.lcsc.com/product-detail/C726780.html,TWGMC SMAJ11CA,TWGMC,C726780,18.2VC Clamp 22A Ipp TVS DIODE DO-214AC(SMA),0.0147,USD,https://assets.lcsc.com/images/lcsc/900x900/20251020_TWGMC-SMAJ11CA_C726780_front.jpg
C116601,https://www.lcsc.com/product-detail/C116601.html,MDD(Microdiode Semiconductor) SMAJ5.0CA,MDD(Microdiode Semiconductor),C116601,9.2VC Clamp 43.5A@10/1000us Ipp TVS DIODE DO-214AC(SMA),0.0180,USD,https://assets.lcsc.com/images/lcsc/900x900/20230314_MDD-Microdiode-Semiconductor-SMAJ5-0CA_C116601_front.jpg
C464250,https://www.lcsc.com/product-detail/C464250.html,onsemi NSI45060JDT4G,onsemi,C464250,PWM 100mA 1 DPAK Current Regulation/Management RoHS,0.2475,USD,https://assets.lcsc.com/images/lcsc/900x900/20230122_onsemi-NSI45060JDT4G_C464250_front.jpg
C488349,https://www.lcsc.com/product-detail/C488349.html,INJOINIC IP5306-I2C,INJOINIC,C488349,Battery Charging IC Lithium Battery ESOP-8,0.1290,USD,https://assets.lcsc.com/images/lcsc/900x900/20230202_INJOINIC-IP5306-I2C_C488349_front.jpg
C725790,https://www.lcsc.com/product-detail/C725790.html,UMW TP4056,UMW,C725790,1A ESOP-8 Battery Management RoHS,0.0315,USD,https://assets.lcsc.com/images/lcsc/900x900/20230131_UMW-Youtai-Semiconductor-Co---Ltd--TP4056_C725790_front.jpg
C3288646,https://www.lcsc.com/product-detail/C3288646.html,TDK InvenSense ICM-42670-P,TDK InvenSense,C3288646,LGA-14(2.5x3) IMUs (Inertial Measurement Units) RoHS,2.6135,USD,https://assets.lcsc.com/images/lcsc/900x900/20230105_TDK-InvenSense-ICM-42670-P_C3288646_front.jpg
C2655100,https://www.lcsc.com/product-detail/C2655100.html,ST LSM6DSOTR,ST,C2655100,LGA-14(2.5x3) IMUs (Inertial Measurement Units) RoHS,2.4022,USD,https://assets.lcsc.com/images/lcsc/900x900/20230129_STMicroelectronics-LSM6DSOTR_C2655100_front.jpg
C99652,https://www.lcsc.com/product-detail/C99652.html,WCH CH340E,WCH,C99652,Transceiver 2Mbps USB 2.0 MSOP-10 Interface Controllers RoHS,0.4108,USD,https://assets.lcsc.com/images/lcsc/900x900/20221231_WCH-Jiangsu-Qin-Heng-CH340E_C99652_front.jpg
